,_id,btce-price,btce-buy,btce-volume,btce-low,btce-sell,btce-high,btce-time_stamp,cd-value,epoch,btce-err,cd-updated,cd-price,cd-err
168,57ff23c39335c039eb7f1e00,634.64,634.673,2780779.27622,630.0,634.64,638.58,1476338625.0,1,168,0,1476338580.0,636.3275,0.0
169,57ff23d19335c039eb7f1e03,634.64,634.673,2780779.27622,630.0,634.64,638.58,1476338640.0,false,169,0,,,
170,57ff23e09335c039eb7f1e06,634.64,634.656,2780754.78634,630.0,634.64,638.58,1476338656.0,false,170,0,,,
171,57ff23ef9335c039eb7f1e08,634.64,635.0,2780754.78634,630.0,634.64,638.58,1476338670.0,false,171,0,,,
172,57ff23fe9335c039eb7f1e0a,634.641,635.0,2780754.78634,630.0,634.641,638.58,1476338686.0,1,172,0,1476338640.0,636.325,0.0
173,57ff240d9335c039eb7f1e0d,635.0,635.0,2780754.78634,630.0,634.64,638.58,1476338700.0,false,173,0,,,
174,57ff241c9335c039eb7f1e0f,634.64,634.999,2806207.87555,630.0,634.64,638.58,1476338714.0,false,174,0,,,
175,57ff242b9335c039eb7f1e11,634.641,634.999,2806207.87555,630.0,634.641,638.58,1476338730.0,false,175,0,,,
176,57ff243b9335c039eb7f1e13,634.641,635.0,2806207.87555,630.0,634.641,638.58,1476338746.0,1,176,0,1476338700.0,636.36,0.0
177,57ff24499335c039eb7f1e16,634.999,634.999,2806207.87555,630.0,634.641,638.58,1476338760.0,false,177,0,,,
178,57ff24589335c039eb7f1e1b,634.64,634.999,2809545.75566,630.0,634.64,638.58,1476338774.0,false,178,0,,,
179,57ff24679335c039eb7f1e1f,634.641,634.999,2809545.75566,630.0,634.641,638.58,1476338790.0,false,179,0,,,
180,57ff24779335c039eb7f1e21,634.64,634.999,2809545.75566,630.0,634.64,638.58,1476338804.0,1,180,0,1476338760.0,636.325,0.0
181,57ff24859335c039eb7f1e23,634.999,634.999,2804551.34048,630.0,634.641,638.58,1476338820.0,false,181,0,,,
182,57ff24949335c039eb7f1e26,634.641,634.999,2804551.34048,630.0,634.641,638.58,1476338835.0,false,182,0,,,
183,57ff24a39335c039eb7f1e28,634.64,635.0,2804551.34048,630.0,634.64,638.58,1476338851.0,false,183,0,,,
184,57ff24b39335c039eb7f1e2b,634.641,634.999,2804551.34048,630.0,634.641,638.58,1476338865.0,1,184,0,1476338820.0,636.36,0.0
185,57ff24c19335c039eb7f1e2d,634.999,635.0,2806136.99579,630.0,634.641,638.58,1476338881.0,false,185,0,,,
186,57ff24d09335c039eb7f1e2f,634.64,635.0,2806136.99579,630.0,634.64,638.58,1476338895.0,false,186,0,,,
187,57ff24df9335c039eb7f1e31,634.641,634.641,2806136.99579,630.0,634.64,638.58,1476338911.0,false,187,0,,,
188,57ff24ef9335c039eb7f1e34,634.641,634.641,2806136.99579,630.0,634.64,638.58,1476338925.0,1,188,0,1476338880.0,636.1913,0.0
189,57ff24fd9335c039eb7f1e36,634.64,634.641,2806136.99579,630.0,634.64,638.58,1476338939.0,false,189,0,,,
190,57ff250c9335c039eb7f1e39,634.999,634.999,2806742.75342,630.0,634.64,638.58,1476338956.0,false,190,0,,,
191,57ff251b9335c039eb7f1e3b,635.0,635.0,2806742.75342,630.0,634.64,638.58,1476338970.0,false,191,0,,,
192,57ff252a9335c039eb7f1e3f,634.641,634.999,2806742.75342,630.0,634.641,638.58,1476338986.0,1,192,0,1476338940.0,636.38,0.0
193,57ff25399335c039eb7f1e41,634.641,634.999,2806742.75342,630.0,634.641,638.58,1476339000.0,false,193,0,,,
194,57ff25489335c039eb7f1e44,634.999,634.999,2798684.51958,630.0,634.641,638.58,1476339016.0,false,194,0,,,
195,57ff25579335c039eb7f1e46,634.641,634.999,2798684.51958,630.0,634.641,638.58,1476339030.0,false,195,0,,,
196,57ff25679335c039eb7f1e48,634.64,635.0,2798684.51958,630.0,634.64,638.58,1476339046.0,1,196,0,1476339000.0,636.1738,0.0
197,57ff25759335c039eb7f1e4a,634.999,634.999,2800074.78076,630.0,634.641,638.58,1476339060.0,false,197,0,,,
198,57ff25849335c039eb7f1e4c,634.641,634.999,2800074.78076,630.0,634.641,638.58,1476339074.0,false,198,0,,,
199,57ff25939335c039eb7f1e51,635.0,635.0,2800074.78076,630.0,634.64,638.58,1476339090.0,false,199,0,,,
200,57ff25a39335c039eb7f1e53,634.641,634.999,2800074.78076,630.0,634.641,638.58,1476339105.0,1,200,0,1476339060.0,636.2713,0.0
201,57ff25b19335c039eb7f1e55,634.64,635.0,2800074.78076,630.0,634.64,638.58,1476339121.0,false,201,0,,,
202,57ff25c09335c039eb7f1e5b,634.64,634.999,2801551.92375,630.0,634.64,638.58,1476339135.0,false,202,0,,,
203,57ff25cf9335c039eb7f1e5d,635.0,635.0,2801551.92375,630.0,634.641,638.58,1476339151.0,false,203,0,,,
