,_id,threshold_setting,prev_tx_count_in,prev_mass_out,prev_value_in,epoch,epoch_time_stamp,prev_mass_in,prev_value_out,prev_tx_count_out
228,57ff27469335c039eb7f1e96,50.0,30,0,15362341966,228,1476339526.493934,0,14525882730,30
229,57ff27559335c039eb7f1e98,50.0,36,0,8073462735,229,1476339541.497641,0,7308865094,36
230,57ff27649335c039eb7f1e9a,50.0,46,0,13748207626,230,1476339556.500103,0,11640871450,46
231,57ff27739335c039eb7f1e9c,50.0,31,0,2620707783,231,1476339571.5013142,0,1934842187,31
232,57ff27829335c039eb7f1e9f,50.0,31,0,14479810737,232,1476339586.50255,0,10067373621,31
233,57ff27919335c039eb7f1ea2,50.0,42,0,39596561266,233,1476339601.5053802,0,23408833585,42
234,57ff27a09335c039eb7f1ea7,50.0,35,0,43693928342,234,1476339616.508292,0,36062176238,35
235,57ff27af9335c039eb7f1ea9,50.0,33,0,10840583005,235,1476339631.5108619,0,7518549884,33
236,57ff27be9335c039eb7f1eab,50.0,52,0,13937444606,236,1476339646.512005,0,7172689768,52
237,57ff27cd9335c039eb7f1ead,50.0,65,0,18833079763,237,1476339661.512975,0,8725640235,65
238,57ff27dc9335c039eb7f1eaf,50.0,32,0,3043311778,238,1476339676.5152571,0,2341221169,32
239,57ff27eb9335c039eb7f1eb2,50.0,46,0,16564434325,239,1476339691.516588,0,13143294322,46
240,57ff27fa9335c039eb7f1eb4,50.0,37,0,4807664680,240,1476339706.519842,0,4434141059,37
241,57ff28099335c039eb7f1eb6,50.0,29,0,4820879970,241,1476339721.522046,0,2084913492,29
242,57ff28189335c039eb7f1eb8,50.0,45,0,7212913282,242,1476339736.5244858,0,5991368284,45
243,57ff28279335c039eb7f1eba,50.0,31,0,1607098155,243,1476339751.527148,0,1601987368,31
244,57ff28369335c039eb7f1ebc,50.0,28,0,3653343720,244,1476339766.531188,0,2620227008,28
245,57ff28459335c039eb7f1ebe,50.0,20,0,1380666484,245,1476339781.534133,0,1273156977,20
246,57ff28549335c039eb7f1ec0,50.0,39,0,5803742102,246,1476339796.5353858,0,2898074978,39
247,57ff28639335c039eb7f1ec2,50.0,30,0,6052070291,247,1476339811.537756,0,6019710850,30
248,57ff28729335c039eb7f1ec5,50.0,37,0,26613860832,248,1476339826.540208,0,22659430370,37
249,57ff28819335c039eb7f1ec9,50.0,23,0,35383682515,249,1476339841.5440679,0,32243262900,23
250,57ff28909335c039eb7f1ecc,50.0,45,0,22869913246,250,1476339856.545035,0,16983558858,45
251,57ff289f9335c039eb7f1ece,50.0,30,0,15757282613,251,1476339871.547357,0,5729737054,30
252,57ff28ae9335c039eb7f1ed0,50.0,20,0,5367953429,252,1476339886.549001,0,2478651362,20
253,57ff28bd9335c039eb7f1ed2,50.0,36,0,50803274342,253,1476339901.55052,0,7776845456,36
254,57ff28cc9335c039eb7f1ed4,50.0,31,0,5798640355,254,1476339916.5516038,0,5059394839,31
255,57ff28db9335c039eb7f1ed6,50.0,28,0,5470869202,255,1476339931.554512,0,4837329759,28
256,57ff28ea9335c039eb7f1ed8,50.0,34,0,4242015012,256,1476339946.555451,0,3531322124,34
257,57ff28f99335c039eb7f1edb,50.0,20,0,17146267021,257,1476339961.557632,0,16591400598,20
258,57ff29089335c039eb7f1edd,50.0,35,0,3464650844,258,1476339976.558595,0,2951684399,35
259,57ff29179335c039eb7f1edf,50.0,30,0,11108884412,259,1476339991.5595741,0,4496988349,30
